marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date		helpful-helpless	vote%	bscore	tscore	lenth	total review				star_rating	total review																				
US	14526545	R30WBHAZLRK50N	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	1	1	N	Y	Microwave Painting	This product was easy to use and when the paint dried - the paint blended in and match the original inside paint perfectly!	3/22/2014	20140322	1	1.001228501	2.010416667	0	1.5	0.905798909		20140322	41	5	0.905798909																				
US	48846144	RC1Q8FR5H4W6X	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	1	2	N	Y	Didnt even get to use it once	Received this microwave.  The first time we tried to use it the top and the sides got extremely hot and it shut off .  It now has no power at all.  I will be returning this and not purchasing a new one.	3/24/2014	20140324	0	1	1.420454545	0	1	0.426136364		20140324	42	1	0.426136364																				
US	3687050	RXNUQB0W9W8QE	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	4	0	4	N	Y	"Its good, recomende"	"Its not working for what I buy this, but use in my home kitchen. Looks nice. Easy for who not use so much microwave. Want for my husband in Freightliner on road, have hot food"	3/25/2014	20140325	-4	0.995085995	1.854166667	3.5	2	5.982954545		20140325	43	4	5.982954545																				
US	13444549	RVI65OY16DXTS	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Glad I bought it . . .	"This is a good little unit. I wanted something of smaller dimensions so I could put it into my RV. It fit perfectly, and it works just fine. Very attractive and very quiet. It's taken a while to get used to the new controls, but that's just because they're different, not bad. I plan to buy another for a small trailer that I have. In short I would recommend this to anybody."	3/26/2014	20140326	0	1	1.371357809	2.5	2	4.322814685		20140326	44	5	4.322814685																				
US	20629958	R1L0N2TZ286180	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	0	0	N	Y	Genius Design	"With other microwaves, you lose not only it's own footprint in counter space, but also the clearance in front for the door to open.  With this one, the door opens 3 inches above the counter, plenty of room for other food prep. It tucks way back into the corner, previously wasted space.  It's heavy enough to stay put when pulling the door open, light enough to slide to the side for cleaning underneath.<br /><br />Some reviewers criticized the controls, but hey, anytime you get a new appliance, it takes a while to get used to the buttons.  Took me 2 rounds to decide the 30 second button was a great invention.<br /><br />My kids said &#34;Whoa, what's that!!!&#34; the first time they saw it.  I think that's high praise in kidspeak."	3/26/2014	20140326	0	1	0.471212121	0	1.5	0.212045455		20140326	45	5	0.212045455																				
US	48206720	RL9TG808Z7ODN	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	1	3	N	Y	OK el cheapo microwave	"It does what I bought it to do: boil water and heat leftovers. As stated in other reviews, it heats VERY unevenly. Since I only plan on having this microwave for a year or a year and a half, I went into this purchase willing to put up with such an inconvenience.<br /><br />If you are looking for a good microwave, look elsewhere. If you are looking for a cheap microwave that will hold you over until you can buy something bigger and better, go ahead."	3/29/2014	20140329	-1	0.998771499	0.649166667	2.5	1	1.942360873		20140329	46	3	1.942360873																				
US	29186737	R2UR88BPVO78QI	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	0	0	N	Y	Perfect!	"We were trying to find a microwave small enough to fit on the counter in our media room, but still large enough to make popcorn, and other things. This one fit the bill and it works great! We love it!"	3/30/2014	20140330	0	1	1.257936508	5	2	7.754761905		20140330	47	5	7.754761905	4.234042553	2.036900449																		
US	14428576	R2WTZZDXA2D1ZX	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	4	3	3	N	Y	"Compact, Attractive, Gets The Job Done"	"Oven came quickly and well packaged and protected.  Gave it a try last night. I'm in the middle of some inside renovation, and used the microwave to have something quick to eat. Things I like about this oven,  is the  pull to open door, and being able to heat food using 15 second increments.  You can also adjust cooking times while the oven is in use. One other feature I really like is that the power cord is not ridiculously long.  You can plug this oven in and not have the cord showing from behind the microwave.<br /><br />This is a very solid oven and am pleased with my  purchase though it is a bit higher than most models.  Curved design of the oven also makes cleaning quicker and easier."	4/1/2014	20140401	3	1.003685504	0.705555556	4	1.5	4.534149264		20140401	1	4	4.534149264																				
US	11492178	R3SO343054RW5Y	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	2	3	N	Y	Works Great	We have a GE oven/microwave combo (the microwave has the oven controls on it) and the paint was coming off the microwave.  I was concerned it was dangerous so I considered replacing the entire unit.  Then we heard about this paint and thought it was worth a try.  My husband is quite handy so he did the sanding and spraying and the microwave looks brand new.  Couldn't be happier and it sure beat the price of replacing the unit.	4/3/2014	20140403	1	1.001228501	0.78030303	4	1.5	4.556727439		20140403	2	5	4.556727439																				
US	15097093	R1WLIDZGC92S7H	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	4	4	N	Y	Don't forget the Microwave.	"The appliance fits neatly my new kitchen perfectly, we hardly notice it is even there. The function works with all the setting of a regular machine, it just a lot smaller, the size a large dinner plate. I love it!"	4/3/2014	20140403	4	1.004914005	0.56998557	0	2	0.343671889		20140403	3	5	0.343671889																				
US	31892543	RW0AEPAC3XAM4	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	10	12	N	Y	Works Just fine	"If I had read the reviews before purchasing this unit, I probably would not have ordered  it.  After reading the reviews, I was worried that I had made a mistake.  However, I have had it for several weeks now, and it is working just fine.  I gave it 4 stars rather than 5 because the door is a little hard to open.  But for the money, it works quite well.  I'm pretty satisfied with this microwave."	4/6/2014	20140406	8	1.00982801	0.491071429	2.083333333	1.5	2.432152729		20140406	4	4	2.432152729																				
US	17907375	R1LYNXQZTZTT4X	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	17	19	N	Y	Good product for the price	We use these in our break rooms where they get conciderably more than use than they would in a home enviroment. They are a great product for the price we seem to get on average 3 years use out of them. The more expensive ones we tried lasted about the same amount of time.	4/7/2014	20140407	15	1.018427518	0.958333333	3.5	1	2.787945331		20140407	5	4	2.787945331																				
US	11674906	R20XPZ0F3PMWFO	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	6	6	N	Y	Love my microwave!	"Easy to use and doesn't take up alot of counter space. Also sits higher so it is easy to clean. A little shorter in height inside but it is just used for heating up food, not cooking a ham or turkey in it."	4/8/2014	20140408	6	1.007371007	1.295833333	3.125	1.5	3.892859335		20140408	6	5	3.892859335																				
US	20582084	R24H8XBLDMJVRC	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	1	1	N	Y	Good product!	I use microwave just to rewarm my food. I barely use it to cook. The product is cheap and good for rewarming my food. I already used it for 2 months and have no problem. I don't know how long it is going to last. The product may also be good for cooking but I don't know since I don't cook with microwave.	4/12/2014	20140412	1	1.001228501	1.5	4.375	1	3.51681511		20140412	7	5	3.51681511																				
US	47717440	R22R0UEDVGUFO5	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	96	111	N	Y	Great little microwave	"We needed a small microwave to fit in our newly refurbished 1995 VW Eurovan camper, and this one is perfect. It fits inside an existing cupboard. I had been researching small microwaves for a couple of months and noticed that most of them only had a light on when the microwave was in use, but not when the door is opened. This one lights when the door is opened which was important to us since it's in a small space rather than a brightly lit kitchen. Some reviewers complained that the glass plate didn't seem to fit or stay on the turntable mechanism. Despite this microwave being a different brand that the two we have at home, the turntable mechanism is the same, and it only fits together in one specific position. When it's properly aligned it pops into place and is very stable."	4/12/2014	20140412	81	1.0995086	0.812200957	1.53125	1.5	2.169663543		20140412	8	5	2.169663543																				
US	52511552	R1CYMYCNEL4YO0	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	2	1	2	N	Y	"Stunk, hard to believe it is good for us."	"I bought this thinking common spray paint might be a bad idea. The can warned of the issue of fumes, which in the usual manor, I ignored. I sprayed my microwave, and man did it smell, and really seemed like I should not have been so casual about the warning. So then I thought, if the fumes are so bad, and they lasted for weeks, how good is this crap to be so close to our food, In my imagination, it seems worse than a can of Rustoleum! Who knows, it was fairly expensive for a small can, and it didn't give me a good feeling, but again, who knows?"	4/13/2014	20140413	0	1	-1.208333333	1.020833333	2	0.704166667		20140413	9	2	0.704166667																				
US	30254687	R2CL10HTXDZJNS	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	1	1	N	Y	Awesome appliance	I really love this microwave.  The design is modern and appealing and the function is ideal for application.  I am very satisfied with having this product on my kitchen countertop.	4/13/2014	20140413	1	1.001228501	2.75	5	2	8.660626534		20140413	10	5	8.660626534																				
US	22494381	RVDJ44B82LWMK	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	2	3	N	Y	Excellent Price	This was an excellent shopping experience.  I wish all my purchases could be made online with as little hassle as these. Great Shopping Experience.	4/14/2014	20140414	1	1.001228501	2.6875	5	1	4.311540232		20140414	11	5	4.311540232																				
US	24540787	R3VQRYWO7NXH44	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	0	0	N	Y	Love the compact size	"People always ask what the hell is that thing parked on the fridge, its the perfect size for me to warm up a single dish or a coffee! I dont cook in a microwave, its functional and its beautiful!"	4/14/2014	20140414	0	1	3.138392857	2.5	1	2.691517857		20140414	12	5	2.691517857																				
US	51222168	ROFXLE73ZKI90	B00DUZ8LBW	930071734	ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017	Major Appliances	5	0	0	N	Y	Perfect	Exact device needed to solve my GE microwave problem. My wife is happy now ... so I can be happy too!	4/15/2014	20140415	0	1	3.416666667	5	2	9.05		20140415	13	5	9.05																				
US	33125569	R39EMURUYCKD4L	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	1	2	4	N	Y	not what I thought I was ordering	"My understanding is this paint comes 2 ways, 1 with a small brush like fingernail paint and the other in a spray can application, by the looks of this picture I thought this was the brush application bottle not the spray bottle but I received the spray bottle and could not contact the company to exchange it. No one answered the phone but they said to leave a message but the message box was full."	4/18/2014	20140418	0	1	-0.041666667	0	2	-0.025		20140418	14	1	-0.025																				
